ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS
419,1741,8,29,,,41.5,139.37,W. HOKKAIDO ISLAND,JAPAN,Japan,Volcano,Definite Tsunami,6.9,,2.5,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/419,"<P><blockquote><i>Reference #150:</i></blockquote> 
<P>1741, Aug 29. 41.6 N 139.4 E, magnitude 6.9. Eruption of Matsumae Oshima volcano. 1,521 vessels wrecked at Oshima Is. 729 houses washed away, 14,670 [?] deaths in Hokkaido. 82 houses washed away, 140 deaths, 53 boats damaged in Tsugaru. Houses washed away at Sado. Tsunami height was said to be 60-90 m. Tsunami on the west coast of Oshima Is was 6-10 m high. 
<P><blockquote><i>Reference #414:</i></blockquote> 
<P>August 29/30, 1741. The volcano on Oshima Island began to erupt on August 23 (26 or 28). The Masumae Peninsula, right up to Esasi, was plunged into darkness because of the ashfall. A second eruption occurred on August 29. There was evidently no earthquake. A tsunami probably appeared at 20:00-22:00 on the 29th. A tsunami arrived on the coast on August 30 at 5:00 and did great damage in the region of Kumaishi and Masumae. The height of the waves was more than 9 m. On the 120 km stretch from Nebuta to Kumaishi, 1,467 people died, 729 homes were washed away and 33 homes were destroyed. Two warehouses were washed away and 25 were destroyed. There were 1,521 boats damaged. In Aomori Prefecture, 8 people died, 82 homes and 53 boats were washed away. Damage was done along the entire coast of the Sea of Japan; Sado Island suffered especially badly. The mechanism of the generation of the tsunami was presumably similar to the mechanism which produced the tsunami during the Komagatake eruption in 1640.
<P>Probability 2. 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>Oshima volcano first erupted 23 Aug. Tsunami accompanied a second eruption 29 Aug. No quake according to Musya. Kawasumi (1963) quake data may be based on tsunami occurrence. At 20 h~22 h. 1521 boats wrecked at Oshima Island.
<P><blockquote><i>Reference #3785:</i></blockquote> 
<P>The cause of the tsunami are not known whether a tsunami earthquake, a volcanic eruption or other phenomena such as ocean bottom landslide. The death number in Hokkaido are around 300 in Kumaishi, around 150 in Ainuma, around 130 (or 180) in Otobe, around 120 (or 187) in Esashi, around 450 in Era and around 130 in Kiyobe. Total death along the coast between Matsumae and Kumaishi of the Oshima Peninsula was more than <B>2,000</B>. Although the Fukuyama-Hifu records the death number is <B>1,467</B>, and 79 houses are collapsed and 1,521 ships are destroyed, the actual number looks to be higher than this document. 
<P><blockquote><i>Reference #9522:</i></blockquote> 
<P>The generation mechanism of the 1741 Oshima-Oshima tsunami, which is considered to be the most destructive
tsunami that has ever originated in the Japan Sea, has been the subject of much debate. The tsunami caused about <B>2,000</B> casualties along the Hokkaido and northern Honsu coasts and inflicted damage as far as the Korean
Peninsula. The tsunami source is located between recent tsunamigenic earthquakes, but there is no historical record of an earthquake in 1741. In contrast, the records indicate volcanic activity of Oshima-Oshima, including a large-scale sector collapse, although the volume change associated with the subaerial landslide is too small to explain the observed tsunami heights.
<P><blockquote><i>Reference #12371:</i></blockquote> 
<P>1,467 deaths, by debris avalanche - tsunami"
912,1861,6,5,,,-6.3,107.3,JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Unknown,Questionable Tsunami,,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/912,"1861, June 5, about 8:00 [local time]. On the coast off Pakis (Java Island), in the mouth of the Tarum River, a tidal wave fell with force, causing oscillations of the water level in the river. Several bamboo huts were more or less damaged. (reference #414)
<P>1861, June 5. Indonesia, Java, Krawang (06<sup>o</sup>18'S, 107<sup>o</sup>17'E), and Pakis (05<sup>o</sup>58'S, 107<sup>o</sup>07'E). Wave of great force. (reference #40)"
858,1856,3,,,,-44,172,"S CANTERBURY PROVINCE, SOUTH ISLAND",NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,Probable Tsunami,,,0.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/858,"1856, March 1856. An eyewitness (Stadholm, reference #2777) who happened to be near the shore at the mouth of the river Waihao in the south of Canterbury Province, saw a wave at sea approaching the shore from a southeasterly direction. It reached a height of one meter and rushed onto the shore with great force, rolling into nearby lagoons. The observer then proceeded on horseback toward Timaru, and witnessed the effect the wave had had on the shoreline. However, in Timaru itself, the wave had apparently gone unnoticed.
<P>Davie (reference #2776), who at this time was surveying near the low water line at Akaroa, was surprised when he noticed that the water suddenly began to rise. This continued several minutes, after which the water receded again. This was probably the same wave that had been observed by Stadholm.
<P>(above from reference #415)"
738,1844,3,22,10,13,43.4,16.7,DUBROVNIK,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/738,"1844, March 22 (23). ""An extremely strong earthquake occurred at 01h37m on March 22, and, then, 5 underground shocks took place during the day. The sea level was high. Two more shocks occurred on March 23, in the morning and in the evening"" (reference #2130)."
623,1819,,,,,19.67,145.4,"ASUNCION ISLAND, N. MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Volcano,Questionable Tsunami,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/623,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1819. Mariana Islands. There was a strong explosion of a volcano on Asuncion Island. There are no details."
735,1843,9,14,10,30,42.6,18.1,DUBROVNIK,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,6.5,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/735,"1843, September 14 (October 11). Underground shocks started in Dubrovnik and lasted during all the winter and a good half of the summer of 1844. The earthquake was strong in Senj (Segna), Croatia, Ombla, on the Island of Sipan, in Split, Opuzena, Slano, Rijeka, Zadar and Kotor. Damage to houses was evaluated at 2,000 formints"" (reference #2130)."
944,1865,11,28,,,-12.08,-77,CENTRAL PERU,PERU,West Coast of South America,Unknown,Very Doubtful Tsunami,,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/944,"On November 28, 1865 the 28th an earthquake was felt in Lima and vicinity. The sea raged from the 25th to the 27th at Callao; some damage was done. (reference #415)
<P>November 28, 1865, 00:00 UTC, 12.080 S, 77.0 W, intensity VI. (reference #1208)"
525,1780,9,9,,,31.6,130.7,SW. KYUSHU ISLAND,JAPAN,Japan,Volcano,Definite Tsunami,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/525,"Eruption of Sakurajima Volcano.
<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1780, September 9. A tsunami was observed on the coast of Kagoshima Bay (south of Kyushu Island). It was caused by an explosion of the Sakurajima volcano."
906,1861,3,,,,-3.7,128.2,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Unknown,Questionable Tsunami,,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/906,"1861, early March, It is reported that there was supposedly an unusual flood tide at Ambon; the bridge was torn down; the water rose to a height of 1.8 m (6 feet) in many homes. (reference #414)"
953,1866,3,6,,,36.404,25.396,THERA ISLAND (SANTORINI),GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/953,
780,1851,5,4,,,-5,105,LAMPUNG BAY,INDONESIA,Indian Ocean (including west coast of Australia),Unknown,Probable Tsunami,,,1.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/780,"On May 4, 1851, at 9:00 at Telukbetung, in Lampung Bay on the south coast of Sumatra Island, with still weather, there was a tidal wave which rose 1.5 m above the flood tide level observed in the preceding days. On the same day, at about 13:30, light underground shocks were felt at Djkarta (Batavia). (reference #414)"
845,1855,4,14,,,-9,121,FLORES ISLAND,INDONESIA,Indian Ocean (including west coast of Australia),Unknown,Probable Tsunami,,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/845,"1855, April 14, 21:OO [local time]. A tidal wave arose in still weather at Nangaramo, Mangarai District, on the southwestern shore of Flores Island. The impact of the flood tide was so strong, that a schooner riding in the bay sprang a leak. In the second ebb tide, the schooner snapped its anchor chain and the vessel ran aground in the shallows, where it was smashed by subsequent waves. (reference #414)"
557,1791,5,13,,,32.8,130.3,RYUKYU ISLANDS,JAPAN,Japan,Unknown,Questionable Tsunami,,,2.5,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/557,"<P><blockquote><i>Reference #150:</i></blockquote> 
<P>Tsunami damage. No earthquake description. 1.5-11m high tide. 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>4 harbors damaged. No quake recorded. Imamura considers distant tsunami. 11 m wave height at Naha and Osato, Ryukyu Is. 
<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1791, May 13. Validity 3. A tsunami was observed on the coast of Okinawa Island, although there are no reports of an earthquake. The water level rose 1.5 m on the average, and at Yonabaru Port, on the southeast of the island, it rose up to 11 m due to the funnel shape of the bay. Four harbors were destroyed. According to Imamura, this was a tsunami from a remote earthquake.
<P>Iida et al. (1967): m=1."
672,1829,5,23,,,41.1,24.3,CONSTANTINOPLE,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.3,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/672,"""Underground shocks took place in Istanbul; buildings on the Asian coast of the Strait of Bosporus were damaged. There were landslides and victims in Ksanti-Drlie (Macedonia)"" (reference #2130)."
528,1780,10,31,,,31.6,130.7,SW. KYUSHU ISLAND,JAPAN,Japan,Volcano,Definite Tsunami,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/528,"Eruption of Sakurajima Volcano.
<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1780, October 31. There was an explosion of the Sakurajima volcano (Kyushu Island). A tsunami caused by this explosion was observed on the coast of Kagoshima Bay."
950,1866,2,2,,,38.3,26.2,"E. SPORADES ISLANDS, AEGEAN ISLANDS",GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/950,Earthquake intensity = VIII
896,1859,12,25,,,1.37,125.1,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Unknown,Probable Tsunami,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/896,"1859, December (October) on the night of the 25th to the 26th and early in the morning of the 26th. There was a strong tidal wave at Kema. It reached the roof of coal shed No. 3 and even reached shed No. 2 further from shore. Some of the front gardens at the new moorage were washed off. (reference #414)"
936,1865,3,1,,,26.2,127.5,RYUKYU ISLANDS,JAPAN,Japan,Unknown,Very Doubtful Tsunami,,,0.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/936,"<P><blockquote><i>Reference #150:</i></blockquote> 
<P>1865, March 1. Validity 1. Two high tide. No earthquake description. 
<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1865, March 1. Validity 2. A weak tsunami was observed on the coast of Okinawa Island. It was presumably due to an earthquake. The rise in the water level was similar to the tsunami of 13.V.1791. 
<BR>1865, March 1, 9:30 local time. An earthquake was felt at Yokohama. <I>It is possible that this is related to the above tsunami.</I> 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1865, March 1. Source: Ryukyu Islands, observation: Ryukyu Island, Okinawa. Small tsunami"
676,1830,9,16,,,14.55,120.9,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/676,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1830, September 16. There were several strong shocks at Manila during a colla or a typhoon. The river left its banks and some of the suburbs of the capital were flooded (Perrey, 1860 b; Maso, 1926; Repetti, 1946)."
581,1799,,,,,-12,-77,N. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/581,"On September 6, 1799 (?), the newspaper ""Moniteur"" reported that South America had recently experienced strong earthquakes. The most severe tremors were recorded in Lima, where, over a period of several days, many buildings were damaged beyond repair. Each tremor was accompanied by a rumbling sound. A man on a vessel near Callao reported
that he had had a distinct impression of the nearby mountains being raised and lowered, moved toward him and pushed farther back, almost as if by some elastic quality.
<P>According to Hoff's catalogue (1840), a destructive earthquake occurred in Trujillo in the second half of the year. It is possible that Hoff's record refers to a town of the same name in Peru (Perrey, 1858). 
<P>[This may be difficult to verify. The more reliable sources (for example Silgado, 1968) do not mention destructive earthquakes in Lima between 1746 and 1828. Also, it is difficult to relate the above events to the tsunami of 1746, because in that disaster all vessels in the Callao area were lost.]
<P>(above from reference #415)"
999,1869,4,22,,,-12.1,-77.1,PERU,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,,,1,Severe (~>$5 to $24 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/999,"April 22, 1869, 14:00 [local time]. There was an earthquake at Lima; it lasted about a minute; great damage was done to buildings; accidents were recorded. Miraflores and Chorillos suffered less. The earthquake was preceded by a strong shock and was followed by numerous aftershocks. There was a rumor that the sea had retreated far at Corral [Callao?] port and that many families had left the port and gone to Lima. (reference #415)"
951,1866,2,6,,,36,23,"S. COASTS PELOPONNESUS, GREECE",GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/951,"1866, February, 6. Peloponnesus' Marginal Islands (Cythera), 36N, 23E. A seismic sea wave set off by a severe shock on Cythera Island rose at Avlemonas (Viaradica) to heights of over 8m. (reference #109)
<P>1866 February 6. South coasts of Peloponnesus. Island of
Kythera (H = 7.30 m), (m = iv). (reference #28)
<P>1866, February 6. Ionian Sea, Greece... In Avlemonas a tsunami wave was generated which reached a height of up to 8.6 m. (reference #2130)"
559,1791,11,2,21,,37.8,21,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/559,"1791, November 2. Western Greece, Ionian Islands. 37.8 N, 21 E, earthquake magnitude 7, intensity X, tsunami intensity 3, validity 2. It is possible that a tsunami was observed between the Island of Zakynthos and the continent. (reference #2130)
<P>1791, November 2. Ionian Sea. 37 48 N, 21 00 E, earthquake magnitude 7.0. Strong earthquake at Zakyntos island. Tsunami intensity III, attributed at Zakyntos by Antonopoulos (ref #27) quoting Mallet (ref #497).
(reference #4139)
<P>1791, Dec [typo Nov?] 2. Island of Zante. A violent shock followed by others up to the 13th. The most violent agitation occurred in the strait between Zante and the Morea. The first shock threw down many houses, amongst others that of the Austrian Consul-General. A storm of rain, thunder, and lightning raged at the same time. (reference #497)
<P>1791, November 2, 21h. Ionian Sea. 37.8 N, 21 E, earthquake magnitude 7, tsunami magnitude 3. (reference #330)
<P>1791, November 2, 21h. Ionian Sea. 37<sup>o</sup>45' N, 21<sup>o</sup> E, magnitude 6.8, intensity X, tsunami intensity 2, reliability 3. (reference #2591)
<P>1791, November 2, 21h. Ionian Sea. 37<sup>o</sup>45' N, 21<sup>o</sup> E, magnitude 6.8, intensity X, tsunami intensity 2, reliability 3. (reference #2427)
<P>1791, November 2. Ionian Islands. Between Zante and the mainland (iii). (reference #15)
<P>1791, November 2. Ionian Islands. Between Zante and the mainland (iii) 37.75 N, 21 E, earthquake intensity X. (references #20, #27)"
